Moneda,Descripción,Ranking,Capitalización de mercado,Capitalización de mercado - Divisa,Cambio de precio % 24 horas,Rendimiento % 1 semana,Rendimiento % 1 mes,Rendimiento % 3 meses,Rendimiento % 6 meses,Rendimiento % Año hasta la fecha,Rendimiento % 1 año,Rendimiento % 5 años,Rendimiento % 10 años,Rendimiento % Desde siempre,Volatilidad 1 día
AVAX,Avalanche,12,11753113867.686605,USD,4.93309807381267,-20.141006630668947,-31.85963237049415,25.63380281690142,36.57416267942585,-19.93941603792107,-20.578742348358368,517.805883270366,517.805883270366,517.805883270366,34.5067788686302
SUI,Sui,13,11545926815.160263,USD,13.980724655361723,-3.459233233440119,-24.952805558902682,102.1141216085876,521.3726794094097,-9.190542149643996,160.09026912024356,136.83403751991378,136.83403751991378,136.83403751991378,59.48681634523264
XLM,Stellar,14,11286792192.793259,USD,4.9088119993182255,-9.09560850728633,-17.526855305178994,305.21996259980716,299.11891007001145,11.21182918749623,232.87383541705856,475.9177817285799,9703.942390655075,12310.23090442889,42.276236337231516
HBAR,Hedera,15,10561836402.592787,USD,10.082591868491384,-14.611886272932583,-11.902709949248298,548.8821242143766,400.9235323893346,2.785639803366618,298.39820824736256,1619.154873430337,-23.94732768269325,-23.94732768269325,55.8118948824343
TON,Toncoin,16,10271648321.212477,USD,0.7155067155067181,-16.3140277918653,-28.811541182764156,-12.227659574468085,-28.255652173913038,-24.950880512298063,102.22058823529413,891.9140478693926,891.9140478693926,891.9140478693926,38.22291972752771
SHIB,Shiba Inu,17,9853505065.053156,USD,7.433821639681333,-12.418163724925373,-31.46159521272235,-0.8067386404081152,24.336381887129164,-20.89877010406812,83.65733113673807,1036662.1252869132,1036662.1252869132,1036662.1252869132,44.833504977686225
LEO,UNUS SED LEO,18,9055952222.078909,USD,1.3088924040817576,0.19837415000766087,7.468825058401595,62.11986719998951,72.31974641252441,8.577475401116908,144.35664733084045,983.9491150442477,671.5669291338583,671.5669291338583,2.4388209411200457
HYPE,Hyperliquid,19,8388943737.96,USD,14.780980221988765,13.345966432051968,2.756871727748689,113.73695091758339,113.73695091758339,4.7972634740530555,113.73695091758339,113.73695091758339,113.73695091758339,113.73695091758339,30.390092258323307
LTC,Litecoin,20,8142670887.154061,USD,-0.8740808823529351,-7.882825177214112,-4.218097859870349,64.62148962148963,85.10382701218465,4.657481078983114,56.818842686827566,54.99233085416494,4890.237899158886,2408.4712651430405,35.56963597962481
DOT,Polkadot,21,8087895991.596344,USD,1.8505905933176443,-15.257585079169758,-32.413098496978456,39.57866666666668,16.031921968521395,-21.051599571637574,-23.252199413489734,151.26602949047685,151.26602949047685,151.26602949047685,38.52799075727339
BGB,Bitget Token,22,7888680000,USD,8.963882581094296,-8.675539008668597,4.801760007652202,495.230921737071,613.019495859131,9.801072305456735,943.0457271602196,4706.185114782863,4706.185114782863,4706.185114782863,37.9282320580145
BCH,Bitcoin Cash,23,6979995001.624999,USD,-2.068024938766408,-17.180627102298125,-25.611121675012157,6.966217037307069,11.724947642317698,-18.826512968299717,46.21677740863786,-8.266647379795941,-36.661473755410285,-36.661473755410285,32.74414494034468
USDE,Ethena USDe,24,6044720640.463735,USD,-0.01400280056011492,-0.061979546749568036,0.18840884719841985,-0.10891286970422906,0.041028720104074996,0.1894129201659565,-0.07896051974012568,-0.07896051974012568,-0.07896051974012568,-0.07896051974012568,0.3588612670408898
UNI,Uniswap,25,6067694304.825612,USD,9.890121845082685,-11.607908319482096,-33.503784139519574,48.9815571740321,74.48885460363428,-23.569591527987892,65.49053046809387,819.0466615219118,819.0466615219118,819.0466615219118,46.940126655152554
OM,MANTRA,26,5882924439.194192,USD,21.28187181281873,28.673051196568487,53.859435303676605,375.16696634482304,489.2139503180117,58.507938999189086,3924.9750913317835,2947.0930146312858,2947.0930146312858,2947.0930146312858,41.41761498608629
DAI,Dai,27,5359910012.308154,USD,-0.10400000000000409,-0.12197560487902409,-0.09300837075336645,-0.11897977343851789,0.029038039832181405,-0.03202241569098239,-0.0870130519577974,-0.7110384899029457,9.1591734332504,9.1591734332504,0.2415337896751845
PEPE,Pepe,28,4740796552.089942,USD,4.4476393655505,-19.581103261257397,-47.733871341774496,42.401256364972596,45.54357634680213,-43.40548413017275,1119.4280025537532,3608.282602257396,3608.282602257396,3608.282602257396,43.07740402650994
ONDO,Ondo,29,4498569121.296,USD,13.957583033213275,4.085958628755196,-11.244078783345808,138.772875099569,101.20954347603417,5.968150022324736,587.319358451091,638.5402182085534,638.5402182085534,638.5402182085534,56.704607046070464
NEAR,NEAR Protocol,30,4449737648.384,USD,1.2403889945615776,-20.593489271378438,-34.99415043699677,4.427852897206424,2.683941748778241,-22.955833775131527,34.226933822221,123.0637556523821,123.0637556523821,123.0637556523821,39.102681683113815
AAVE,Aave,31,4270441082.079413,USD,9.825894761332364,-10.397447238721082,-19.061073059360723,121.16975370423386,173.5302851645271,-7.954692976762297,231.22238858005505,8810.035689152508,9366.674950939085,9366.674950939085,46.372418045421846
XMR,Monero,32,4189808981.4616504,USD,2.988662131519276,3.551563782255855,13.135086670651527,43.4837023999673,53.570342304013074,17.513451986754966,37.30934974927578,196.43696162881753,78480.00366727443,9081.718221949128,19.36619718309859
MNT,Mantle,33,4140929376.957299,USD,17.81884335503638,6.655689401161278,-10.592081365782793,123.5280459315171,105.65908908648076,-1.5203648875730278,108.41428078292643,111.36968293053356,111.36968293053356,111.36968293053356,62.90164336521952
TRUMP,OFFICIAL TRUMP,34,3976400000.0000005,USD,-4.261774053741684,-27.414114125077568,421.4266981379492,421.4266981379492,421.4266981379492,421.4266981379492,421.4266981379492,421.4266981379492,421.4266981379492,421.4266981379492,33.00934345017872
APT,Aptos,35,3719630682.435846,USD,5.52731893265565,-17.178651326302333,-33.85774519913018,-19.615313659564652,26.17019339202955,-25.548443443385928,-29.217712424954644,-26.275596892110443,-26.275596892110443,-26.275596892110443,41.324578187510866
ICP,Internet Computer,36,3693933399.9246097,USD,3.45152645541835,-12.652087475149113,-37.88835931820018,9.52706552706553,0.245110821382004,-22.036098154532553,-39.64835164835165,-98.20501602403506,-98.20501602403506,-98.20501602403506,37.920767365568395
ETC,Ethereum Classic,37,3329650122.6890154,USD,-1.782539118065433,-15.579654803726893,-22.196023227168745,25.663009431441406,21.84573714936817,-11.603358656537388,-11.046934683505132,88.26534956995657,2838.545481129003,2838.545481129003,31.12069467917711
VET,VeChain,38,3188462056.1796675,USD,4.0938459908907925,-12.926840056617117,-25.209908438129244,103.2640160583271,73.50740924365121,-8.584099563481004,37.978865973600705,523.9065669371198,56.98585249286964,56.98585249286964,45.5513531377373
TAO,Bittensor,39,3203858327.6800003,USD,10.27784815471666,-9.96213695340998,-29.336836383402783,-7.0275535969310114,50.356258577443555,-11.406179009541114,-9.578019939717134,380.5999547642794,380.5999547642794,380.5999547642794,71.2862965920074
CRO,Cronos,40,3032877937.84144,USD,5.1303306622455604,-14.878066969945547,-28.60895671753815,61.86133444133804,43.290882122723744,-19.026674233825194,40.17957575966732,148.73366800004533,477.38788385873585,477.38788385873585,43.695489658609524
OKB,OKB,41,2967480000,USD,1.6790661350651488,-8.529683743295731,-2.436233799538397,32.39958500576418,46.54342235857598,0.8030327735202967,1.0614022918953583,1406.487968321657,1418.094478038,1418.094478038,11.544227886056968
POL,POL (ex-MATIC),42,2959817801.7487698,USD,3.460903496923303,-20.67346422077474,-33.5601650152292,18.119953940586544,-15.858718720054496,-23.663868524219804,-56.34997268406241,-31.072067837964855,-31.072067837964855,-31.072067837964855,41.4479341550305
KAS,Kaspa,43,2912300101.3752546,USD,-2.518703241895263,-11.754686163179581,-12.04201876114427,9.472253752317155,-29.424761764950123,-0.9887424731651935,11.44759977603803,60944.33444528139,60944.33444528139,60944.33444528139,58.957072096862966
RENDER,Render,44,2649466421.2720323,USD,9.764988420962348,-23.969692467686816,-36.46205800556217,21.26248425306791,9.291405087578564,-24.505812238154245,8.417484012419818,13077.952833764568,13077.952833764568,13077.952833764568,58.21144625842084
ALGO,Algorand,45,2633345545.3206663,USD,4.688127426047391,-17.996697853604843,-25.263333890653733,186.37819989198354,177.7618731216786,-6.294920939147096,88.90183316883157,18.98713767675046,-90.4564890642055,-90.4564890642055,44.00379849868862
JUP,Jupiter,46,2597112448.2788715,USD,8.473231989424981,-6.560705982824879,2.476818848799568,14.908433017068983,18.779393515222417,20.759599229854185,74.36811854319264,49.07861434871407,49.07861434871407,49.07861434871407,34.49629130141604
FIL,Filecoin,47,2221307458.7528,USD,0.08481764206955368,-27.176596445029627,-37.44831242268952,8.192300649183451,1.1641233288346526,-28.400655353061353,-30.078682124391285,-15.641866555084578,-69.15153205284624,-69.15153205284624,37.511450381679374
ARB,Arbitrum,48,2221407881.71786,USD,3.858579701310589,-24.31028358297318,-38.647679147721135,8.146841412878775,1.6963416720263516,-29.051457428654675,-71.02461388197327,-62.227168404761784,-62.227168404761784,-62.227168404761784,46.972078534480296
FET,Artificial Superintelligence Alliance,49,2128423368.1862602,USD,6.9288160469667295,-25.835595520868686,-41.658324991658326,-22.68105060024445,3.099774165207291,-31.166837256908906,55.68281726831494,2041.0903213166146,107.78100345687697,107.78100345687697,46.50506392163374
ENA,Ethena,50,2181898468.75,USD,19.55019970173303,-10.155213499066146,-42.501854752287535,111.75355324198843,152.83650397846583,-23.186793824196638,33.41182490376506,33.41182490376506,33.41182490376506,33.41182490376506,47.292845679533755
DEXE,DeXe,51,1984647802.3975117,USD,14.160485502360087,20.885398072117113,27.47808314957243,226.87454317276,234.11333521285593,59.04180366369188,713.4953322350357,1416.300964668601,1416.300964668601,1416.300964668601,24.28328786864996
GT,GateToken,52,1964867423.4520392,USD,4.720461640336776,-10.68979427188382,25.268756365282343,163.87622477348205,227.7139848281036,32.662232608304876,359.8840323272551,3784.2105263157896,2213900,2213900,26.450288061148825
ATOM,Cosmos,53,1934694282.1756,USD,0.8277943155405032,-18.789281084363047,-33.25015848181169,26.41742462434817,0.8548375245258082,-19.916824441315928,-45.29580675418809,16.07283582761675,-23.150326229341978,-23.150326229341978,34.79559961972023
RAY,Raydium,54,1842321376.2760575,USD,12.83535824990201,-11.436281775217427,15.607432284441852,93.18951847536158,294.0645893133247,29.95814354302597,498.79628135398923,-4.011067992598151,-4.011067992598151,-4.011067992598151,55.33243980661528
FDUSD,First Digital USD,55,1773548809.712724,USD,0.10515141804197999,-0.017002890491383885,0.24367497969375604,0.0860712579667605,0.07607467529610241,0.22960385814692785,0.01400172012557425,-0.014002800560114922,-0.014002800560114922,-0.014002800560114922,0.8158778502778464
TIA,Celestia,56,1795661659.0759726,USD,7.806220243615902,-19.639569140121534,-36.43728381576553,-17.244306071688683,-29.93388869574692,-24.319930638343997,-80.30508511274093,54.48269969196331,54.48269969196331,54.48269969196331,47.89179578359156
LDO,Lido DAO,57,1716523846.5288322,USD,0.5387592844439782,-8.158765159867702,-4.51056618819778,104.34853119760194,70.87772472889112,9.982778415614233,-30.607504801072206,3.777884409040928,3.777884409040928,3.777884409040928,29.167498502695157
OP,Optimism,58,1624495936.263,USD,7.806191117092863,-23.040471311475414,-40.35139964264443,-10.439079455329209,-5.778488927965006,-31.345329905741217,-59.39195600399223,-33.881905193396996,-33.881905193396996,-33.881905193396996,52.58848721501448
INJ,Injective,59,1598182665.00068,USD,3.3800652967159626,-19.78142076502732,-29.864489228630998,-1.277600514445188,0.6427977837196843,-17.574396406513202,-51.14612249460779,1440.3073185907062,1440.3073185907062,1440.3073185907062,43.36914406481154
STX,Stacks,60,1590634612.3081381,USD,1.7231037151702668,-20.8827067669173,-39.34401660133733,-27.744633745029024,-20.25661990511807,-31.39970011082861,-30.925019583366783,944.1076077983107,249.55565080697332,249.55565080697332,40.224778527039525
BONK,Bonk,61,1549110703.1656818,USD,4.158477293886405,-26.011242147029645,-44.08473776272315,12.995079364188786,1.4191326068126486,-34.028892455858745,94.92435901158572,1817.452156526707,1817.452156526707,1817.452156526707,45.889303045221176
KCS,KuCoin Token,62,1572694142.8159742,USD,1.471868323177969,-2.657353276136965,19.143202304618537,45.13693412765254,70.67125332736394,21.6298263921829,29.369931452250547,1019.7379912663755,2268.9029065760565,2268.9029065760565,10.208796850932735
THETA,Theta Network,63,1568800000,USD,1.1872499677377708,-19.154856995619685,-37.28061408067805,53.808749957032944,42.17757738344083,-29.374690496556067,58.69946235701457,1348.6008923558786,922.591795669368,922.591795669368,35.93211578221916
IMX,Immutable,64,1561119800.6162572,USD,1.1425339366515834,-24.90857238718335,-39.1407205982325,-14.375245160686333,-21.558247636276732,-32.38879238728193,-57.79734597991177,793.7200503104372,793.7200503104372,793.7200503104372,39.4159456118665
MOVE,Movement,65,1543392000,USD,7.128147001069617,-3.0415119420884587,-30.426127527216178,900.6600085237429,2816.486117527819,-21.99839588975811,941.9767371985415,1245.5364139401293,1245.5364139401293,1245.5364139401293,34.82034919439545
XDC,XDC Network,66,1486557189.3537076,USD,4.711265383401701,-2.670121235823228,18.509303460673078,272.27313267902855,300.08166490302096,41.64425662696888,130.91858037578285,24.436249999999994,24.436249999999994,24.436249999999994,65.42466644972339
GRT,The Graph,67,1425118327.7429469,USD,3.2396511144953544,-17.43652154671682,-38.20387545544883,14.050415097661542,8.537758231689033,-25.124165955952446,-4.496350224841506,14.8076923076923,14.8076923076923,14.8076923076923,42.92354391955985
WLD,Worldcoin,68,1420187994.5751987,USD,4.819452533488646,-27.476006230842668,-40.11203319502075,-12.86375120035722,-12.454269669200329,-30.83005846832166,-37.4959633080301,860.1880220186622,860.1880220186622,860.1880220186622,50.36837189996888
S,Sonic (prev. FTM),69,1356220800,USD,5.6780422092501075,-8.554062451452536,-39.96634413125789,-39.96634413125789,-39.96634413125789,-39.96634413125789,-39.96634413125789,-39.96634413125789,-39.96634413125789,-39.96634413125789,50.93770615399115
JASMY,JasmyCoin,70,1327202681.334586,USD,4.196619389935876,0.4565868263473076,-27.816920346366903,64.02378289855606,26.372979666012252,-15.287508678911816,386.53253579844113,-97.58976642949246,-97.58976642949246,-97.58976642949246,43.5984868666418
FLR,FLARE,71,1308771380.6438494,USD,11.089012854717437,-8.344673016889459,-19.920973494649967,88.09856262833678,37.19745986101128,-12.054531490015359,-17.130450515650438,-84.73266666666666,-84.73266666666666,-84.73266666666666,34.6888405711935
QNT,Quant,72,1156604518.614,USD,6.900826446280978,-8.819834396116871,-20.607441783376153,70.60632761554373,55.71759438919069,-9.840956145303977,-6.5804473230801355,1888.6071242147573,33182.95882491905,33182.95882491905,31.847707423580776
SEI,Sei,73,1137725423.38296,USD,0.07804878048781795,-23.92934412139533,-43.85677100422162,-23.906782948241435,5.294296677213604,-35.17452139213012,-57.958595727664935,38.06626223101029,38.06626223101029,38.06626223101029,36.68023040744066
SAND,The Sandbox,74,1061991164.2061665,USD,5.921678662925464,-18.728708868341254,-33.085731017583875,90.8559767480981,76.42592843535353,-20.324427480916036,-0.9923069973630086,5105.342489237456,5105.342489237456,5105.342489237456,42.72312703583062
ENS,Ethereum Name Service,75,1049979025.1789927,USD,5.624866329222225,-9.54022637825305,-21.452792200911308,99.8306888827297,70.35649292680759,-10.004249377769682,70.15481473552953,-11.922912513808477,-11.922912513808477,-11.922912513808477,46.555738818278826
FLOKI,FLOKI,76,1030715276.7198201,USD,6.703799482792926,-17.216606219615716,-46.79412785795765,-8.359145292428286,-11.258922374822045,-39.335557566161505,282.57089467077486,2867.7204007311925,2867.7204007311925,2867.7204007311925,51.67200780270308
VIRTUAL,Virtuals Protocol,77,1020996169.7774702,USD,10.155541605635765,-29.851342356334584,-63.02049218676897,360.7698540856598,4521.681674657935,-59.63330864891091,5171.96931799233,5171.96931799233,5171.96931799233,5171.96931799233,53.05579317555365
EOS,EOS,78,999595535.5290984,USD,1.8109443343088234,-16.458440887971097,-30.01924449153459,58.2230211269093,40.67386580663372,-16.315871127889537,-10.458177240130903,-84.54105556551924,-37.238931875036364,-37.238931875036364,31.836759346876306
XTZ,Tezos,79,967057407.2897221,USD,6.196069573074319,-15.815431435732188,-34.46380043202565,58.79340045098534,45.92497249176723,-26.80286403611176,-5.695862232113797,-53.110479609133506,-43.232313477428974,-43.232313477428974,36.76308938385883
XCN,Onyxcoin,80,931714288.4210999,USD,12.333333333333332,-15.92576128028452,1095.3387319770889,2445.6380920333136,2371.414570401829,1188.317438692098,2247.0100054293025,-35.70600689896218,-35.70600689896218,-35.70600689896218,86.2705143738297
NEXO,Nexo,81,915459425.5094134,USD,6.728450874020507,-0.1198449065914723,-0.7495621716287167,49.10545148389813,39.586206896551744,9.236700077101013,61.274900398406395,820.3661144686516,643.1535770297985,643.1535770297985,20.45435422801852
GALA,Gala,82,903144547.2055413,USD,3.0338733431516913,-20.42766151046406,-43.55203098344783,40.61011444167977,43.75294641876926,-28.630971465213204,12.970734462025678,1208.257419923597,1208.257419923597,1208.257419923597,45.74872725144829
BTT,BitTorrent-New,83,913398297.2398677,USD,0.8110167646418497,-11.434171526914621,-18.986356480671677,16.093495425491913,28.58273181565796,-12.71108179419526,14.98386295928501,-50.53348285805831,-50.53348285805831,-50.53348285805831,19.852884243128155
KAIA,Kaia,84,910907196.0283034,USD,3.866729870657543,-23.10852790860807,-32.99860286412853,31.753278463893807,21.383509402436562,-23.568084470564788,21.383509402436562,21.383509402436562,21.383509402436562,21.383509402436562,37.53788554109468
JTO,Jito,85,902653161.6740799,USD,9.396397345412403,7.355323475683315,-2.3329465993540435,68.10444532605982,34.13831481527347,-6.214808346632138,64.3809497451755,1457.3188536229277,1457.3188536229277,1457.3188536229277,38.8464763249636
IOTA,IOTA,86,890277523.69032,USD,4.039849719279,-20.719271721298284,-31.578801254823567,138.94969171456535,95.77528593986953,-12.141736774561522,-0.6143113052854006,-26.533361949730523,-61.45649653440794,-61.45649653440794,42.953480397759726
WIF,dogwifhat,87,870030961.6845334,USD,-7.2974986695050506,-28.048901371220875,-59.74861367837339,-54.67390726852999,-38.52065929308893,-53.15730034955633,258.11193801979607,377.1162337615388,377.1162337615388,377.1162337615388,49.63768115942028
FARTCOIN,Fartcoin,88,840758533.7145599,USD,27.170809095716542,-23.650563022157648,-44.737741553832,1801.3116236996832,5627.247956403269,-9.942372373015706,5627.247956403269,5627.247956403269,5627.247956403269,5627.247956403269,74.73207577015859
MKR,Maker,89,879638650.241901,USD,-2.378666457667964,-16.52726832162164,-37.54587112947693,-12.77952492832327,-46.39794223689674,-32.9127269796927,-50.18130555329823,79.69124023659697,4420.673161769697,4420.673161769697,30.354026268519814
PENGU,Pudgy Penguins,90,844718002.6579576,USD,5.4200329437603,-45.7006626798125,-63.865659200301174,-74.1644095612064,-74.1644095612064,-59.61411312135602,-74.1644095612064,-74.1644095612064,-74.1644095612064,-74.1644095612064,46.65474437197559
SPX,SPX6900,91,841785332.1794926,USD,4.361075839778373,-21.259252808499532,-31.651674351802857,34.5245711395117,1105.7340978797172,3.9813238879433257,1105.7340978797172,1105.7340978797172,1105.7340978797172,1105.7340978797172,49.22394678492241
BSV,Bitcoin SV,92,857957809.03125,USD,4.858064046932207,-14.02439024390244,-21.9364844637608,-4.549793149123991,16.018453170913762,-14.036341971998803,-41.15048993532464,-84.59537366548042,-50.97884889137026,-50.97884889137026,38.06284213524031
FLOW,Flow,93,836079457.3727093,USD,3.365644550861193,-19.095014423585194,-32.200987216807995,12.14698289067642,2.77028144683704,-22.974721766888095,-27.99517838681079,-93.29277346938515,-93.29277346938515,-93.29277346938515,36.83983671813596
NEO,Neo,94,828760725.419,USD,3.4628601638910976,-13.953829241480394,-27.160493827160494,33.155656365182864,31.206347432530603,-13.216054401655704,4.911851170105346,-1.1085322504688655,6369.476479890679,6373.884606271662,35.6123388581952
PYTH,Pyth Network,95,821748543.4189318,USD,0.1901561048954202,-25.394108935329935,-41.927963930730606,-29.49823293069772,-15.159467565684148,-35.64696530971442,-51.915462168685416,-53.600262650063826,-53.600262650063826,-53.600262650063826,37.61812454567482
AR,Arweave,96,792950484.3479999,USD,-3.8936221036706664,-14.26746166950596,-36.88995715330756,-6.8028053034636145,-41.21145181585285,-24.559650218613378,41.67202584680484,2258.5358386042876,2258.5358386042876,2258.5358386042876,44.71187225179358
AERO,Aerodrome Finance,97,767021801.4552878,USD,18.221754877906296,6.243175136497266,-36.12801413962884,-5.060222759158641,48.951044514305075,-22.976326406333264,744.6243739565944,744.6243739565944,744.6243739565944,744.6243739565944,42.108608539450046
USDD,USDD,98,741113789.6340809,USD,-0.07598328367760031,0.5886910931540783,0.6241317521995594,0.02347336519538802,-0.050320810792508136,0.15028855402373126,0.8996826118609347,-0.12190247801757474,-1.0316831683168302,-1.0316831683168302,1.1349915479352881
CRV,Curve DAO Token,99,749400427.3584701,USD,6.81399967205349,-23.628098420017455,-45.9314656682835,161.16885143299444,156.16153174923252,-34.2922461421223,23.05449062213466,-95.49303860829791,-95.49303860829791,-95.49303860829791,47.1199430129449
MELANIA,Official Melania Meme,100,724776727.2663718,USD,-4.938506402941541,-37.31817421835813,-85.22838089421685,-85.22838089421685,-85.22838089421685,-85.22838089421685,-85.22838089421685,-85.22838089421685,-85.22838089421685,-85.22838089421685,28.154555007679235
RON,Ronin,101,722827778.6911684,USD,-3.9215686274509873,-27.103504278843147,-42.26487903824272,-7.442961923565256,-16.69537059613414,-39.75219411461022,-61.18253731213014,-67.29787778022613,-67.29787778022613,-67.29787778022613,30.658347676419957
DEEP,DeepBook Protocol,102,705018560,USD,19.536310944425505,14.235190097259066,65.27300881976706,430.52794100135094,4811.613761642273,147.2179421331964,4811.613761642273,4811.613761642273,4811.613761642273,4811.613761642273,73.49693251533745
AXS,Axie Infinity,103,704075088.627984,USD,2.811300688953621,-19.808156936280685,-37.03583108002888,2.783446018394613,-1.0125402684896632,-28.356958762886592,-37.72378493221375,2383.483738698379,2383.483738698379,2383.483738698379,35.75566406842377
STRK,Starknet,104,710897207.704373,USD,3.5915970182968118,-24.35432465106055,-46.80012366671819,-17.635345840602913,-25.92764579510654,-41.154594224891525,-44.9481114154886,-44.9481114154886,-44.9481114154886,-44.9481114154886,54.91031390134529
AIOZ,AIOZ Network,105,682521775.4704943,USD,11.692237926082672,-32.838720672612624,-32.84100979345134,55.62014279395967,19.009222852379995,-24.740272968017933,321.7766678558687,-70.25021944942333,-70.25021944942333,-70.25021944942333,57.549374630813894
XAUT,Tether Gold,106,693080038.8399999,USD,0.1828042818250372,2.061256865713353,6.660470057097329,2.6723503053028113,17.45910002355945,7.248416876478209,37.78918567955671,77.37602523659305,73.43676742751387,73.43676742751387,1.9974448341132596
MANA,Decentraland,107,686509517.3765984,USD,-0.79151229370158,-22.33184644795535,-36.355942884923564,33.86216196594457,33.34091343693956,-24.158352108142907,-19.579474322881516,802.8361714801242,1270.318678762503,1270.318678762503,37.43536312418
EGLD,MultiversX,108,685560659.9222696,USD,3.0504644740145586,-16.317309325632742,-35.16529795746472,11.428663147963427,-8.219059495178952,-26.253704978892852,-54.42000773374706,1374.6168582375478,5155.382756234047,5155.382756234047,41.24971441626686
HNT,Helium,109,654461862.584251,USD,7.645822385706786,-0.5793898889727302,-43.99544592030361,-33.992872160551585,-20.167755345462087,-37.23972509526402,-49.55735047115504,1249.229763628974,1249.229763628974,1249.229763628974,22.850529100529094
MATIC,Polygon,110,653978172.1149601,USD,4.960530761433792,-21.084476467599647,-34.265653553909786,18.611593196806663,-16.245098039215673,-23.903264597158504,-56.44659699209788,1460.3082992402103,13407.947362803734,13407.947362803734,26.245149346719362
FTT,FTX Token,111,636609362.9408435,USD,6.662992559933867,-8.395646000946522,-45.72373955470809,23.92004030589582,47.51344955171871,-47.699208300683615,8.419126632850947,-15.829139937838116,11.97750527192709,11.97750527192709,34.60463258785943
BRETT,Brett (Based),112,630806367.01454,USD,9.055691732803092,-23.416952415328154,-57.93272090410416,-15.848757271285033,-30.707598519486172,-45.63375469764264,127.08526578665716,127.08526578665716,127.08526578665716,127.08526578665716,67.55352156376047
BEAM,Beam,113,630048495.087816,USD,7.269204851752015,-24.499110847658564,-56.95068780207522,-14.435003654499331,6.167235275828928,-49.24891421285413,-26.1965465291459,-98.27992129042987,-97.78581519541298,-97.78581519541298,46.29671574178938
CFX,Conflux,114,592762711.150884,USD,-4.4427123928293035,-17.926421404682266,-29.708982584784597,-2.4153590430819762,1.376573237179546,-21.421709894332377,-40.83301045452255,-90.8158599455019,-90.8158599455019,-90.8158599455019,38.35809565123088
CHZ,Chiliz,115,589386997.189505,USD,8.80710395782025,-12.663895107131443,-32.67053981048751,15.77560327709855,19.128629257398085,-23.257461911568875,-39.74684331128857,660.5216001549786,266.4852123482289,266.4852123482289,43.2291193310915
ZEC,Zcash,116,580159716.95625,USD,7.497050192115698,-20.629495599338785,-41.61175291275698,-3.7236779869044025,11.631219688405535,-36.73592934850346,60.87596161041073,-45.75419847328244,-99.70393300558285,-99.70393300558285,44.61930576907517
